,index,Year,TmCode,Role,Tms,Overall_WL%_Rank,Overall_T/G_Rank,Overall_PtsDiff_Rank,Overall_YdsDiff_Rank,Offense_Yds_Rank,Offense_Pts_Rank,Offense_GvA_Rank,Rushing Off_Att_Rank,Rushing Off_Yds_Rank,Rushing Off_TD_Rank,Rushing Off_Y/A_Rank,Rushing Off_FL_Rank,Passing Off_Att_Rank,Passing Off_Yds_Rank,Passing Off_TD_Rank,Passing Off_Int_Rank,Passing Off_NY/A_Rank,Defense_Yds_Rank,Defense_Pts_Rank,Defense_TkA_Rank,Rushing Def_Att_Rank,Rushing Def_Yds_Rank,Rushing Def_TD_Rank,Rushing Def_Y/A_Rank,Rushing Def_FR_Rank,Passing Def_Att_Rank,Passing Def_Yds_Rank,Passing Def_TD_Rank,Passing Def_Int_Rank,Passing Def_netY/A_Rank,Name,Age,Tm,Lg,G,W,L,T,W-L%_1,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L%_2,Num,Won,Rank,Notes
755,10,2018,BAL,HC,32,8,22,6,1,9,13,16,1,2,3,15,25,16,22,26,6,23,1,2,22,3,4,6,3,28,23,5,3,18,2,John Harbaugh,56,Baltimore Ravens,NFL,16,10,6,0,.625,7.0,0.6,6.4,1,0,1,.000,1,7,4,
756,11,2019,BAL,HC,32,5,8,3,4,2,1,9,2,1,1,1,5,30,19,10,13,7,15,13,8,3,8,21,18,13,21,20,5,8,20,John Harbaugh,57,Baltimore Ravens,NFL,9,7,2,0,.778,10.3,9.6,0.7,,,,,1,4,0,
757,0,1949,CRD,HC,10,4,2,4,7,5,2,4,5,3,2,1,5,7,8,4,5,7,8,7,1,3,7,6,8,1,10,10,7,1,8,Buddy Parker,36,Chicago Cardinals,NFL,12,6,5,1,.545,4.7,7.8,-3.1,,,,,,,3,co-coach with Phil Handler
758,1,1951,DET,HC,12,4,7,4,4,3,2,1,10,6,9,3,1,4,3,1,5,2,7,5,11,5,3,5,2,4,11,11,8,12,8,Buddy Parker,38,Detroit Lions,NFL,12,7,4,1,.636,4.3,3.7,0.5,,,,,,,2,
759,2,1952,DET,HC,12,1,1,1,2,3,2,5,3,4,3,4,1,3,4,2,10,4,4,1,1,1,1,1,2,2,12,10,2,2,6,Buddy Parker,39,Detroit Lions,NFL,12,9,3,0,.750,11.3,4.3,6.9,2,2,0,1.000,,,1,NFL Champions 
760,3,1953,DET,HC,12,2,2,5,5,5,5,5,3,3,7,3,4,10,6,4,5,4,5,2,2,7,7,3,6,8,5,5,3,1,6,Buddy Parker,40,Detroit Lions,NFL,12,10,2,0,.833,3.4,-0.6,4.0,1,1,0,1.000,,,1,NFL Champions 
761,4,1954,DET,HC,12,1,3,2,4,3,1,3,7,6,5,4,1,4,3,4,3,4,4,3,6,5,5,5,4,10,7,6,1,2,5,Buddy Parker,41,Detroit Lions,NFL,12,9,2,1,.818,14.9,7.6,7.3,1,0,1,.000,,,1,
762,5,1955,DET,HC,12,12,8,10,7,4,8,5,11,10,9,9,8,1,2,7,6,4,10,9,6,7,7,8,9,1,4,10,10,11,12,Buddy Parker,42,Detroit Lions,NFL,12,3,9,0,.250,-6.5,-3.2,-3.4,,,,,,,6,
763,6,1956,DET,HC,12,2,3,2,2,3,2,7,3,5,2,7,3,4,3,7,9,2,6,3,2,1,3,1,6,7,9,7,3,2,6,Buddy Parker,43,Detroit Lions,NFL,12,9,3,0,.750,8.7,2.0,6.7,,,,,,,2,
764,7,1957,PIT,HC,12,6,1,9,7,11,12,4,9,12,12,12,10,4,9,9,3,11,1,2,3,5,3,1,3,1,3,2,4,4,3,Buddy Parker,44,Pittsburgh Steelers,NFL,12,6,6,0,.500,-1.7,-7.0,5.3,,,,,,,3,
765,8,1958,PIT,HC,12,6,6,6,2,3,5,7,6,8,6,9,9,7,1,7,6,1,3,4,2,7,5,7,3,4,7,2,2,3,4,Buddy Parker,45,Pittsburgh Steelers,NFL,12,7,4,1,.636,0.9,-1.2,2.1,,,,,,,3,
766,9,1959,PIT,HC,12,8,7,5,4,7,5,6,7,10,10,10,4,5,6,2,10,8,2,4,6,6,3,3,2,10,2,3,2,2,6,Buddy Parker,46,Pittsburgh Steelers,NFL,12,6,5,1,.545,1.1,-0.7,1.9,,,,,,,4,
767,10,1960,PIT,HC,13,9,10,10,10,3,8,7,5,7,8,8,9,9,3,4,5,1,12,9,10,10,5,7,3,6,12,13,10,10,12,Buddy Parker,47,Pittsburgh Steelers,NFL,12,5,6,1,.455,-0.7,-1.2,0.4,,,,,,,5,
768,11,1961,PIT,HC,14,10,13,9,8,11,8,14,1,11,10,13,13,12,11,4,14,6,2,7,3,1,1,5,3,3,14,8,11,5,4,Buddy Parker,48,Pittsburgh Steelers,NFL,14,6,8,0,.429,-1.7,-1.5,-0.3,,,,,,,5,
769,12,1962,PIT,HC,14,4,7,9,8,9,6,5,1,2,4,7,1,13,13,12,7,11,8,11,9,2,2,4,6,14,13,12,13,2,7,Buddy Parker,49,Pittsburgh Steelers,NFL,14,9,5,0,.643,-6.7,-2.1,-4.6,,,,,,,2,
770,13,1963,PIT,HC,14,6,3,8,8,3,6,3,1,3,7,11,3,10,5,7,4,2,11,8,3,5,6,8,8,3,9,11,7,4,13,Buddy Parker,50,Pittsburgh Steelers,NFL,14,7,4,3,.636,2.9,1.2,1.7,,,,,,,4,
771,14,1964,PIT,HC,14,11,12,11,10,10,11,11,2,4,5,6,6,13,14,13,11,13,7,9,14,12,13,8,14,9,6,3,4,13,6,Buddy Parker,51,Pittsburgh Steelers,NFL,14,5,9,0,.357,-6.9,-5.9,-1.0,,,,,,,6,
772,0,1969,OAK,HC,10,1,2,2,2,1,1,3,3,4,10,8,1,4,1,1,7,1,2,2,3,7,6,6,4,3,6,2,2,4,2,John Madden+,33,Oakland Raiders,AFL,14,12,1,1,.923,9.0,5.6,3.4,2,1,1,.500,,,1,
773,1,1970,OAK,HC,26,8,16,13,4,1,9,8,5,7,23,6,2,4,2,1,13,2,19,19,22,17,23,9,23,25,4,6,25,14,10,John Madden+,34,Oakland Raiders,NFL,14,8,4,2,.667,1.0,2.3,-1.3,2,1,1,.500,,,1,
774,2,1971,OAK,HC,26,7,12,8,13,7,2,15,13,8,3,4,7,16,13,3,18,12,16,14,8,16,12,15,10,9,15,22,11,9,18,John Madden+,35,Oakland Raiders,NFL,14,8,4,2,.667,3.7,4.8,-1.1,,,,,,,2,
775,3,1972,OAK,HC,26,4,8,4,2,3,3,11,5,3,3,4,19,13,7,2,8,9,12,8,6,14,10,4,4,19,13,13,9,4,14,John Madden+,36,Oakland Raiders,NFL,14,10,3,1,.750,8.0,5.0,3.0,1,0,1,.000,,,1,
776,4,1973,OAK,HC,26,8,15,7,2,3,10,15,4,4,10,3,14,11,9,9,16,10,2,3,12,2,2,1,2,14,20,8,9,13,3,John Madden+,37,Oakland Raiders,NFL,14,9,4,1,.679,6.7,0.0,6.7,2,1,1,.500,,,1,
777,5,1974,OAK,HC,26,1,2,1,7,2,1,6,3,3,9,7,5,23,6,1,11,1,16,9,3,7,21,8,26,10,11,13,6,2,10,John Madden+,38,Oakland Raiders,NFL,14,12,2,0,.857,9.0,6.4,2.7,2,1,1,.500,,,1,
778,6,1975,OAK,HC,26,4,17,6,2,4,4,23,1,3,1,13,22,21,11,7,21,5,3,7,8,8,6,12,7,26,19,5,7,1,2,John Madden+,39,Oakland Raiders,NFL,14,11,3,0,.786,6.8,5.5,1.3,2,1,1,.500,,,1,
779,7,1976,OAK,HC,28,1,19,7,7,2,4,4,8,10,14,14,2,15,3,1,15,2,18,12,26,6,10,20,15,28,21,23,9,16,20,John Madden+,40,Oakland Raiders,NFL,14,13,1,0,.929,8.5,6.3,2.2,3,3,0,1.000,,,1,Super Bowl Champions 
780,8,1977,OAK,HC,28,3,6,4,4,2,1,20,1,2,2,14,16,19,11,3,22,4,15,14,3,1,7,3,25,5,18,22,24,3,19,John Madden+,41,Oakland Raiders,NFL,14,11,3,0,.786,10.4,8.8,1.6,2,1,1,.500,,,2,
781,9,1978,OAK,HC,28,8,13,8,10,10,10,20,13,16,8,20,3,13,11,14,26,12,16,10,8,17,13,11,11,22,25,20,14,4,17,John Madden+,42,Oakland Raiders,NFL,16,9,7,0,.563,2.6,1.6,1.1,,,,,,,2,
782,0,1998,OAK,HC,30,13,24,21,12,18,22,29,17,16,29,18,29,16,21,14,28,25,5,20,5,21,15,4,5,7,11,4,15,4,4,Jon Gruden,35,Oakland Raiders,NFL,16,8,8,0,.500,-5.6,-4.1,-1.5,,,,,2,,,
783,1,1999,OAK,HC,31,12,11,10,4,5,8,12,7,3,4,7,22,23,11,8,4,6,10,16,10,7,12,13,18,13,15,12,19,11,10,Jon Gruden,36,Oakland Raiders,NFL,16,8,8,0,.500,6.8,5.7,1.0,,,,,4,3,1,
784,2,2000,OAK,HC,31,2,3,1,12,6,3,2,3,1,2,3,2,25,15,6,4,8,17,9,7,4,5,5,14,7,30,25,23,6,16,Jon Gruden,37,Oakland Raiders,NFL,16,12,4,0,.750,9.7,8.0,1.8,2,1,1,.500,1,9,4,
785,3,2001,OAK,HC,31,9,16,8,9,7,4,8,12,24,9,26,27,11,4,4,1,8,18,19,25,14,22,27,28,29,19,9,7,14,7,Jon Gruden,38,Oakland Raiders,NFL,16,10,6,0,.625,3.6,4.0,-0.4,2,1,1,.500,1,5,2,
786,4,2002,TAM,HC,32,1,1,2,4,24,18,6,23,27,31,28,12,11,15,14,2,21,1,1,3,10,5,3,5,30,5,1,1,1,1,Jon Gruden,39,Tampa Bay Buccaneers,NFL,16,12,4,0,.750,8.8,-1.0,9.8,3,3,0,1.000,1,8,4,Super Bowl Champions 
787,5,2003,TAM,HC,32,17,10,14,4,10,18,20,22,24,30,22,7,3,6,5,29,10,5,4,9,17,13,1,11,7,4,3,5,10,6,Jon Gruden,40,Tampa Bay Buccaneers,NFL,16,7,9,0,.438,1.6,-2.9,4.5,,,,,3,8,2,
788,6,2004,TAM,HC,32,26,24,17,12,22,23,26,27,29,26,25,29,20,14,11,20,15,5,9,21,23,19,5,15,19,2,1,15,17,2,Jon Gruden,41,Tampa Bay Buccaneers,NFL,16,5,11,0,.313,-2.7,-4.0,1.3,,,,,4,8,3,
789,7,2005,TAM,HC,32,5,9,14,16,23,20,6,15,14,14,14,5,20,25,23,9,24,1,8,11,16,6,7,2,10,7,6,2,10,12,Jon Gruden,42,Tampa Bay Buccaneers,NFL,16,11,5,0,.688,-1.0,-2.8,1.8,1,0,1,.000,1,11,3,
790,8,2006,TAM,HC,32,29,30,31,29,29,31,23,28,28,31,24,21,11,26,28,19,31,17,21,30,28,17,9,7,24,6,19,30,28,27,Jon Gruden,43,Tampa Bay Buccaneers,NFL,16,4,12,0,.250,-7.9,-7.2,-0.8,,,,,4,9,4,
791,9,2007,TAM,HC,32,12,4,9,6,18,18,3,11,11,7,9,14,25,16,20,1,12,2,3,3,20,17,12,7,1,6,1,6,17,2,Jon Gruden,44,Tampa Bay Buccaneers,NFL,16,9,7,0,.563,1.2,-2.3,3.6,1,0,1,.000,1,7,3,
792,10,2008,TAM,HC,32,12,11,15,10,14,19,16,11,15,19,20,26,6,11,19,12,15,9,10,5,18,19,4,22,20,8,4,23,3,11,Jon Gruden,45,Tampa Bay Buccaneers,NFL,16,9,7,0,.563,2.3,-0.6,2.9,,,,,3,11,3,
793,11,2018,OAK,HC,32,29,26,31,27,23,28,22,23,25,27,23,31,16,18,24,8,19,26,32,22,30,30,21,22,32,1,19,32,14,32,Jon Gruden,55,Oakland Raiders,NFL,16,4,12,0,.250,-9.3,-5.2,-4.1,,,,,4,7,3,
794,12,2019,OAK,HC,32,11,14,24,20,13,15,4,10,8,13,8,5,25,15,13,5,5,26,26,24,13,10,8,8,26,17,30,32,14,30,Jon Gruden,56,Oakland Raiders,NFL,9,5,4,0,.556,-1.0,2.4,-3.5,,,,,2,7,0,
795,0,1979,OAK,HC,28,11,6,11,20,11,7,13,22,24,21,25,8,7,7,4,16,8,21,17,3,15,20,14,24,4,18,21,15,8,22,Tom Flores,42,Oakland Raiders,NFL,16,9,7,0,.563,3.8,3.8,0.0,,,,,,,4,
796,1,1980,OAK,HC,28,4,6,9,13,16,7,26,10,10,18,11,25,22,19,12,13,16,11,10,1,13,5,21,1,6,22,19,5,1,7,Tom Flores,43,Oakland Raiders,NFL,16,11,5,0,.688,4.2,2.9,1.3,4,4,0,1.000,,,2,Super Bowl Champions 
797,2,1981,OAK,HC,28,17,26,22,21,21,25,25,18,14,21,9,17,6,21,19,25,25,21,15,26,18,6,12,4,10,21,24,20,28,17,Tom Flores,44,Oakland Raiders,NFL,16,7,9,0,.438,-3.6,-3.6,0.0,,,,,,,4,
798,3,1982,RAI,HC,28,1,5,6,16,10,2,17,11,13,1,16,10,19,10,7,21,6,22,22,1,3,2,24,4,7,28,27,13,2,10,Tom Flores,45,Los Angeles Raiders,NFL,9,8,1,0,.889,5.2,6.1,-0.9,2,1,1,.500,,,1,
799,4,1983,RAI,HC,28,2,23,5,2,7,3,25,8,10,8,15,26,13,9,2,18,11,4,13,17,4,4,9,4,17,23,13,9,20,3,Tom Flores,46,Los Angeles Raiders,NFL,16,12,4,0,.750,6.8,5.1,1.7,3,3,0,1.000,,,1,Super Bowl Champions 
800,5,1984,RAI,HC,28,5,27,6,5,15,9,28,8,17,5,22,25,18,12,13,25,8,3,4,16,18,13,11,6,15,12,4,9,13,1,Tom Flores,47,Los Angeles Raiders,NFL,16,11,5,0,.688,6.9,2.1,4.8,1,0,1,.000,,,3,
801,6,1985,RAI,HC,28,2,24,9,5,11,12,15,9,9,11,10,7,19,16,15,20,15,4,9,26,8,5,2,1,23,16,7,16,24,5,Tom Flores,48,Los Angeles Raiders,NFL,16,12,4,0,.750,4.3,0.7,3.7,1,0,1,.000,,,1,
802,7,1986,RAI,HC,28,14,24,18,6,14,16,27,13,13,28,18,28,13,11,4,22,15,3,19,10,5,10,24,17,22,12,9,11,5,6,Tom Flores,49,Los Angeles Raiders,NFL,16,8,8,0,.500,0.2,0.0,0.2,,,,,,,4,
803,8,1987,RAI,HC,28,23,16,11,3,7,17,5,15,2,12,1,7,19,13,17,11,11,5,8,22,15,7,12,2,14,1,2,7,25,12,Tom Flores,50,Los Angeles Raiders,NFL,15,5,10,0,.333,0.0,-1.6,1.7,,,,,,,4,
804,9,1992,SEA,HC,28,27,24,28,26,28,28,25,22,20,27,15,24,16,28,28,21,28,10,17,18,27,20,18,7,23,1,4,1,10,11,Tom Flores,55,Seattle Seahawks,NFL,16,2,14,0,.125,-10.0,-9.8,-0.2,,,,,,,5,
805,10,1993,SEA,HC,28,21,8,21,23,23,19,14,8,4,7,8,12,17,25,24,15,25,23,18,5,15,13,17,9,8,28,26,7,5,15,Tom Flores,56,Seattle Seahawks,NFL,16,6,10,0,.375,-1.2,-0.8,-0.5,,,,,,,5,
806,11,1994,SEA,HC,28,22,11,18,26,24,20,12,9,2,4,2,26,21,26,26,1,27,23,16,17,24,25,21,18,19,14,13,3,9,14,Tom Flores,57,Seattle Seahawks,NFL,16,6,10,0,.375,-3.4,-2.8,-0.6,,,,,,,5,
807,0,1959,GNB,HC,12,4,8,7,6,6,8,6,5,3,3,4,6,11,8,5,6,4,3,6,10,10,7,6,7,6,9,2,4,8,2,Vince Lombardi+,46,Green Bay Packers,NFL,12,7,5,0,.583,1.6,0.0,1.6,,,,,,,3,
808,1,1960,GNB,HC,13,3,3,2,4,4,2,3,2,2,1,3,6,11,7,11,3,6,7,2,5,2,3,1,4,3,13,9,8,5,5,Vince Lombardi+,47,Green Bay Packers,NFL,12,8,4,0,.667,7.5,5.5,2.0,1,0,1,.000,,,1,
809,2,1961,GNB,HC,14,1,1,1,3,4,1,1,3,1,1,1,1,14,9,9,2,3,6,2,2,4,7,6,7,7,13,4,2,2,3,Vince Lombardi+,48,Green Bay Packers,NFL,14,11,3,0,.786,13.6,7.1,6.5,1,1,0,1.000,,,1,NFL Champions 
810,3,1962,GNB,HC,14,1,1,1,1,4,1,1,2,1,1,1,5,14,10,12,1,6,2,1,1,4,5,1,3,4,3,1,1,1,1,Vince Lombardi+,49,Green Bay Packers,NFL,14,13,1,0,.929,19.7,8.3,11.3,1,1,0,1.000,,,1,NFL Champions 
811,4,1963,GNB,HC,14,2,5,2,2,6,2,12,2,2,1,2,13,13,7,5,6,3,2,2,4,7,3,3,2,2,6,2,1,6,2,Vince Lombardi+,50,Green Bay Packers,NFL,14,11,2,1,.846,10.6,4.5,6.0,,,,,,,2,
812,5,1964,GNB,HC,14,4,3,3,1,5,5,2,3,1,2,2,6,14,12,11,1,7,1,2,2,3,3,8,4,1,1,1,1,10,1,Vince Lombardi+,51,Green Bay Packers,NFL,14,8,5,1,.615,9.3,3.6,5.7,,,,,,,2,
813,6,1965,GNB,HC,14,2,1,3,12,12,8,2,6,10,6,11,4,14,11,12,3,8,3,1,1,12,13,2,9,2,7,1,1,1,1,Vince Lombardi+,52,Green Bay Packers,NFL,14,10,3,1,.769,11.7,1.2,10.5,2,2,0,1.000,,,1,NFL Champions 
814,7,1966,GNB,HC,15,1,2,2,4,8,4,1,3,8,3,13,14,15,6,7,1,1,3,1,4,8,6,3,5,8,3,1,1,2,1,Vince Lombardi+,53,Green Bay Packers,NFL,14,12,2,0,.857,13.5,3.5,10.0,2,2,0,1.000,,,1,Super Bowl Champions 
815,8,1967,GNB,HC,16,3,5,3,3,9,9,8,4,2,2,4,2,15,11,11,13,6,1,3,4,11,13,3,15,5,3,1,2,5,1,Vince Lombardi+,54,Green Bay Packers,NFL,14,9,4,1,.692,9.4,3.1,6.3,3,3,0,1.000,,,1,Super Bowl Champions 
816,9,1969,WAS,HC,16,7,8,9,9,8,7,3,16,13,9,5,1,4,5,6,4,11,12,10,13,16,16,16,15,13,5,6,2,11,7,Vince Lombardi+,56,Washington Redskins,NFL,14,7,5,2,.583,-3.0,-1.0,-2.0,,,,,,,2,
817,0,1960,BOS,HC,8,7,4,6,7,7,8,3,8,7,7,5,8,2,7,3,2,7,4,5,4,7,5,6,3,2,2,5,1,5,6,Lou Saban,39,Boston Patriots,AFL,14,5,9,0,.357,-3.9,-3.7,-0.2,,,,,,,4,
818,1,1961,BOS,HC,8,3,2,3,4,4,2,1,6,4,6,2,1,7,5,2,1,4,3,3,6,2,1,2,1,2,6,8,6,8,5,Lou Saban,40,Boston Patriots,AFL,5,2,3,0,.400,6.3,4.8,1.4,,,,,,,2,
819,2,1962,BUF,HC,8,4,2,4,5,5,6,3,1,1,2,2,2,7,8,7,3,6,3,3,2,3,4,1,7,6,5,7,5,1,4,Lou Saban,41,Buffalo Bills,AFL,14,7,6,1,.538,2.3,-1.6,3.9,,,,,,,3,
820,3,1963,BUF,HC,8,3,5,5,2,2,5,4,1,2,1,4,5,3,2,8,3,2,3,5,8,1,2,3,5,8,6,6,5,6,4,Lou Saban,42,Buffalo Bills,AFL,14,7,6,1,.538,0.8,-1.8,2.6,1,0,1,.000,,,1,
821,4,1964,BUF,HC,8,1,7,1,1,1,1,8,1,1,1,3,6,8,3,5,8,1,1,1,6,1,1,1,1,4,7,4,5,6,2,Lou Saban,43,Buffalo Bills,AFL,14,12,2,0,.857,9.9,4.6,5.3,1,1,0,1.000,,,1,AFL Champions 
822,5,1965,BUF,HC,8,2,1,2,7,7,3,2,4,6,1,7,5,4,7,8,4,6,6,1,1,2,2,1,1,1,8,8,4,1,7,Lou Saban,44,Buffalo Bills,AFL,14,10,3,1,.769,5.4,0.1,5.3,1,1,0,1.000,,,1,AFL Champions 
823,6,1967,DEN,HC,9,9,3,8,9,9,7,3,4,9,6,9,5,8,8,6,1,9,9,9,3,8,8,9,9,4,5,8,7,3,8,Lou Saban,46,Denver Broncos,AFL,14,3,11,0,.214,-8.4,-2.8,-5.6,,,,,,,4,
824,7,1968,DEN,HC,10,7,7,8,7,7,7,7,9,7,8,6,5,4,6,4,7,7,10,9,8,6,7,9,7,7,7,10,9,7,9,Lou Saban,47,Denver Broncos,AFL,14,5,9,0,.357,-8.9,-2.9,-6.0,,,,,,,4,
825,8,1969,DEN,HC,10,6,7,6,7,6,4,2,7,6,4,4,2,6,5,2,6,5,8,8,10,6,7,8,6,7,9,10,5,10,5,Lou Saban,48,Denver Broncos,AFL,14,5,8,1,.385,-2.0,1.0,-3.0,,,,,,,4,
826,9,1970,DEN,HC,26,18,21,16,11,18,18,22,15,9,2,9,7,8,19,23,24,25,7,12,16,7,3,4,4,5,15,18,22,21,9,Lou Saban,49,Denver Broncos,NFL,14,5,8,1,.385,-2.6,-2.5,-0.1,,,,,,,4,
827,10,1971,DEN,HC,26,21,12,18,9,11,24,15,2,10,20,13,4,15,17,26,21,14,10,11,8,7,14,10,19,5,14,5,21,15,5,Lou Saban,50,Denver Broncos,NFL,9,2,6,1,.250,-4.5,-5.5,1.0,,,,,,,4,
828,11,1972,BUF,HC,26,19,19,22,21,18,19,24,7,6,18,11,14,20,24,12,23,25,17,24,15,22,22,25,17,25,2,7,20,7,16,Lou Saban,51,Buffalo Bills,NFL,14,4,9,1,.321,-7.2,-1.6,-5.6,,,,,,,4,
829,12,1973,BUF,HC,26,9,8,12,10,10,15,4,2,1,1,1,6,26,26,26,8,24,14,10,12,5,7,10,10,3,19,17,9,21,16,Lou Saban,52,Buffalo Bills,NFL,14,9,5,0,.643,0.4,-1.8,2.1,,,,,,,2,
830,13,1974,BUF,HC,26,8,11,12,10,23,12,7,5,9,18,14,14,26,25,12,7,15,5,12,16,16,14,22,13,19,3,3,4,12,4,Lou Saban,53,Buffalo Bills,NFL,14,9,5,0,.643,1.0,-0.3,1.4,1,0,1,.000,,,2,
831,14,1975,BUF,HC,26,11,4,11,9,1,1,8,3,1,3,1,10,19,8,1,13,4,24,21,1,9,14,21,20,5,24,26,23,6,24,Lou Saban,54,Buffalo Bills,NFL,14,8,6,0,.571,7.1,10.4,-3.4,,,,,,,3,
832,15,1976,BUF,HC,28,26,16,23,16,12,20,24,9,3,19,2,28,10,18,14,13,22,23,24,7,18,23,22,26,4,5,20,20,12,23,Lou Saban,55,Buffalo Bills,NFL,5,2,3,0,.400,-9.2,-2.5,-6.7,,,,,,,5,
833,0,2003,JAX,HC,32,23,22,22,7,12,25,20,10,8,16,12,23,17,15,20,15,12,6,18,16,12,2,13,1,13,16,18,22,14,21,Jack Del Rio,40,Jacksonville Jaguars,NFL,16,5,11,0,.313,-2.4,-3.3,0.9,,,,,3,8,3,
834,1,2004,JAX,HC,32,10,11,18,18,21,29,7,15,16,26,17,14,19,19,25,3,21,11,7,17,14,11,3,14,13,10,16,7,17,20,Jack Del Rio,41,Jacksonville Jaguars,NFL,16,9,7,0,.563,0.8,-5.7,6.4,,,,,2,13,4,
835,2,2005,JAX,HC,32,4,6,8,10,15,12,2,8,10,6,18,12,20,19,12,1,12,6,6,15,14,14,1,13,27,8,7,22,7,7,Jack Del Rio,42,Jacksonville Jaguars,NFL,16,12,4,0,.750,4.8,1.1,3.7,1,0,1,.000,2,7,2,
836,3,2006,JAX,HC,32,13,15,5,4,10,9,6,3,3,2,3,6,29,24,22,11,15,2,4,25,8,4,17,4,32,22,10,2,6,7,Jack Del Rio,43,Jacksonville Jaguars,NFL,16,8,8,0,.500,7.5,2.6,4.9,,,,,3,5,4,
837,4,2007,JAX,HC,32,5,6,7,8,7,6,4,2,2,4,3,19,27,17,9,1,7,12,10,11,6,11,17,17,18,20,15,11,4,11,Jack Del Rio,44,Jacksonville Jaguars,NFL,16,11,5,0,.688,6.8,4.8,2.0,2,1,1,.500,2,10,2,
838,5,2008,JAX,HC,32,25,25,24,22,20,24,13,18,18,10,17,18,11,15,24,12,23,17,21,31,14,13,15,13,32,4,24,27,17,30,Jack Del Rio,45,Jacksonville Jaguars,NFL,16,5,11,0,.313,-2.5,-2.1,-0.4,,,,,4,7,1,
839,6,2009,JAX,HC,32,21,13,25,22,18,24,7,12,10,6,6,26,23,19,27,4,18,23,24,19,22,19,14,12,17,9,27,26,16,30,Jack Del Rio,46,Jacksonville Jaguars,NFL,16,7,9,0,.438,-6.5,-3.8,-2.6,,,,,4,6,2,
840,7,2010,JAX,HC,32,15,31,24,23,15,18,26,3,3,9,5,21,31,27,11,25,17,28,27,30,13,22,29,30,31,7,28,26,23,32,Jack Del Rio,47,Jacksonville Jaguars,NFL,16,8,8,0,.500,-4.5,-1.2,-3.3,,,,,2,6,1,
841,8,2011,JAX,HC,32,26,9,26,29,32,28,11,4,12,23,23,10,28,32,31,17,32,6,11,11,16,9,20,5,7,11,8,9,13,14,Jack Del Rio,48,Jacksonville Jaguars,NFL,11,3,8,0,.273,-5.6,-7.1,1.4,,,,,3,4,1,Fired after Week 12 
842,9,2015,OAK,HC,32,17,17,17,24,24,17,17,29,28,24,22,18,14,16,6,19,23,22,22,12,11,13,20,18,11,30,26,15,13,10,Jack Del Rio,52,Oakland Raiders,NFL,16,7,9,0,.438,-0.2,1.4,-1.6,,,,,3,5,2,
843,10,2016,OAK,HC,32,3,1,11,19,6,7,4,11,6,6,10,7,9,13,8,4,13,26,20,2,18,23,25,25,2,6,24,20,9,32,Jack Del Rio,53,Oakland Raiders,NFL,16,12,4,0,.750,3.3,3.5,-0.3,1,0,1,.000,2,7,4,
844,11,2017,OAK,HC,32,22,29,25,23,17,23,28,30,25,11,13,30,15,16,16,20,13,23,20,30,18,12,13,13,14,11,26,18,32,28,Jack Del Rio,54,Oakland Raiders,NFL,16,6,10,0,.375,-4.7,-3.0,-1.8,,,,,3,7,3,
845,0,1979,SFO,HC,28,27,19,27,10,6,16,15,26,20,11,13,16,1,3,15,10,14,20,27,21,18,15,25,17,7,9,24,26,24,25,Bill Walsh+,48,San Francisco 49ers,NFL,16,2,14,0,.125,-7.4,-1.3,-6.1,,,,,,,4,
846,1,1980,SFO,HC,28,19,20,24,22,12,12,19,27,24,23,7,12,1,5,7,22,19,27,26,16,23,23,23,19,6,15,27,27,22,28,Bill Walsh+,49,San Francisco 49ers,NFL,16,6,10,0,.375,-6.3,-1.2,-5.1,,,,,,,3,
847,2,1981,SFO,HC,28,1,1,3,3,13,7,2,6,19,10,28,2,9,7,16,2,9,2,2,3,2,12,2,21,5,19,3,6,5,3,Bill Walsh+,50,San Francisco 49ers,NFL,16,13,3,0,.813,6.2,1.3,5.0,3,3,0,1.000,,,1,Super Bowl Champions 
848,3,1982,SFO,HC,28,21,25,12,9,3,7,11,27,28,17,28,14,1,2,2,9,3,21,23,27,23,21,17,20,28,12,16,21,24,22,Bill Walsh+,51,San Francisco 49ers,NFL,9,3,6,0,.333,-2.4,0.3,-2.8,,,,,,,3,
849,4,1983,SFO,HC,28,5,6,2,4,4,4,4,14,8,10,5,15,9,5,9,4,4,10,4,11,6,9,3,21,10,22,15,18,10,7,Bill Walsh+,52,San Francisco 49ers,NFL,16,10,6,0,.625,8.7,5.7,3.0,2,1,1,.500,,,1,
850,5,1984,SFO,HC,28,1,3,1,4,2,2,1,6,3,2,2,4,15,4,2,1,2,10,1,10,3,7,2,21,17,22,17,1,7,11,Bill Walsh+,53,San Francisco 49ers,NFL,16,15,1,0,.938,12.7,7.4,5.4,3,3,0,1.000,,,1,Super Bowl Champions 
851,6,1985,SFO,HC,28,8,11,2,7,2,5,6,14,10,4,4,20,8,5,4,4,8,14,2,18,5,7,5,8,12,28,21,1,19,4,Bill Walsh+,54,San Francisco 49ers,NFL,16,10,6,0,.625,8.8,4.6,4.2,1,0,1,.000,,,2,
852,7,1986,SFO,HC,28,7,1,3,3,3,7,5,8,10,10,15,1,4,2,13,12,5,6,3,1,2,3,2,15,26,28,17,8,1,2,Bill Walsh+,55,San Francisco 49ers,NFL,16,10,5,1,.656,7.0,2.6,4.4,1,0,1,.000,,,1,
