,index,Year,TmCode,Role,Tms,Overall_WL%_Rank,Overall_T/G_Rank,Overall_PtsDiff_Rank,Overall_YdsDiff_Rank,Offense_Yds_Rank,Offense_Pts_Rank,Offense_GvA_Rank,Rushing Off_Att_Rank,Rushing Off_Yds_Rank,Rushing Off_TD_Rank,Rushing Off_Y/A_Rank,Rushing Off_FL_Rank,Passing Off_Att_Rank,Passing Off_Yds_Rank,Passing Off_TD_Rank,Passing Off_Int_Rank,Passing Off_NY/A_Rank,Defense_Yds_Rank,Defense_Pts_Rank,Defense_TkA_Rank,Rushing Def_Att_Rank,Rushing Def_Yds_Rank,Rushing Def_TD_Rank,Rushing Def_Y/A_Rank,Rushing Def_FR_Rank,Passing Def_Att_Rank,Passing Def_Yds_Rank,Passing Def_TD_Rank,Passing Def_Int_Rank,Passing Def_netY/A_Rank,Name,Age,Tm,Lg,G,W,L,T,W-L%_1,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L%_2,Num,Won,Rank,Notes
1953,2,1931,FRN,HC,10,9,1,10,1,1,10,1,1,1,10,1,1,1,1,10,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,Bull Behman,31,Frankford Yellow Jackets,NFL,8,1,6,1,.143,-8.8,-7.3,-1.5,,,,,,,9,
1954,0,1995,STL,HC,30,18,19,27,15,15,22,27,24,25,27,21,22,4,9,8,26,21,12,29,6,10,13,16,22,13,10,13,23,3,17,Rich Brooks,54,St. Louis Rams,NFL,16,7,9,0,.438,-6.4,-1.8,-4.6,,,,,,,3,
1955,1,1996,STL,HC,30,23,21,27,30,27,20,29,18,20,16,19,30,26,28,20,27,29,26,27,3,21,20,30,19,14,23,26,20,2,21,Rich Brooks,55,St. Louis Rams,NFL,16,6,10,0,.375,-6.3,-1.7,-4.6,,,,,,,3,
1956,0,1966,BUF,HC,9,2,5,2,3,3,2,4,2,3,1,4,7,3,5,8,3,6,3,1,4,1,1,1,1,6,6,6,5,3,6,Joe Collier,34,Buffalo Bills,AFL,14,9,4,1,.692,7.1,2.5,4.6,1,0,1,.000,,,1,
1957,1,1967,BUF,HC,9,6,7,6,5,7,8,8,8,8,9,7,6,5,7,8,9,6,2,4,5,6,5,4,4,7,2,1,3,5,2,Joe Collier,35,Buffalo Bills,AFL,14,4,10,0,.286,-3.7,-6.2,2.5,,,,,,,3,
1958,2,1968,BUF,HC,10,10,6,9,10,10,10,8,10,9,9,8,7,8,10,10,8,10,5,8,6,10,8,7,6,6,1,3,5,5,8,Joe Collier,36,Buffalo Bills,AFL,2,0,2,0,.000,-10.8,-7.9,-2.9,,,,,,,5,
1959,0,1921,CAN,HC,21,4,1,5,1,1,9,1,1,1,9,1,1,1,1,7,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,Cap Edwards,33,Canton Bulldogs,APFA,10,5,2,3,.714,12.3,5.9,6.4,,,,,,,4,
1960,1,1923,CLI,HC,20,5,1,10,1,1,10,1,1,1,9,1,1,1,1,3,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,Cap Edwards,35,Cleveland Indians,NFL,7,3,1,3,.750,-2.0,-2.3,0.2,,,,,,,5,
1961,2,1925,CLE,HC,20,12,1,13,1,1,13,1,1,1,13,1,1,1,1,15,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,Cap Edwards,37,Cleveland Bulldogs,NFL,14,5,8,1,.385,-0.5,-2.0,1.4,,,,,,,12,
1962,0,1967,NOR,HC,16,15,10,15,15,12,14,8,15,16,15,15,8,2,9,13,8,12,13,13,12,13,14,16,16,13,10,12,11,8,13,Tom Fears+,45,New Orleans Saints,NFL,14,3,11,0,.214,-10.8,-6.7,-4.1,,,,,,,4,
1963,1,1968,NOR,HC,16,13,8,11,12,12,12,14,12,13,12,14,1,2,8,10,15,14,9,11,3,9,13,9,16,1,9,6,13,12,8,Tom Fears+,46,New Orleans Saints,NFL,14,4,9,1,.308,-6.5,-3.9,-2.6,,,,,,,3,
1964,2,1969,NOR,HC,16,11,12,13,12,3,6,8,10,7,8,4,5,3,3,6,9,5,15,15,16,7,9,11,13,13,6,14,15,16,16,Tom Fears+,47,New Orleans Saints,NFL,14,5,9,0,.357,-7.3,0.1,-7.4,,,,,,,3,
1965,3,1970,NOR,HC,26,25,14,25,25,21,25,21,23,24,24,22,25,6,10,23,15,15,26,24,7,20,20,20,17,5,25,26,18,10,25,Tom Fears+,48,New Orleans Saints,NFL,7,1,5,1,.167,-7.9,-4.6,-3.3,,,,,,,4,
1966,0,1923,CRD,HC,20,6,1,2,1,1,2,1,1,1,6,1,1,1,1,14,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,Arnie Horween,25,Chicago Cardinals,NFL,12,8,4,0,.667,1.7,1.0,0.6,,,,,,,6,
1967,1,1924,CRD,HC,18,8,1,8,1,1,10,1,1,1,6,1,1,1,1,10,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,Arnie Horween,26,Chicago Cardinals,NFL,10,5,4,1,.556,-4.1,-4.1,0.0,,,,,,,8,
1968,0,2016,NYG,HC,32,5,21,12,22,25,26,24,22,29,32,30,24,8,17,13,22,19,10,2,11,12,3,5,2,19,29,23,2,4,7,Ben McAdoo,39,New York Giants,NFL,16,11,5,0,.688,2.1,-3.2,5.4,1,0,1,.000,2,3,1,
1969,1,2017,NYG,HC,32,31,20,31,31,21,31,14,25,26,28,22,14,1,19,23,20,26,31,27,23,24,27,9,20,23,23,31,32,15,27,Ben McAdoo,40,New York Giants,NFL,12,2,10,0,.167,-7.6,-6.4,-1.2,,,,,4,1,0,Fired 12/04
1970,0,1948,LAD,HC,8,3,6,6,7,6,6,6,8,8,7,7,5,2,5,3,4,8,6,4,4,6,5,3,5,4,4,5,8,4,6,Jimmy Phelan,55,Los Angeles Dons,AAFC,14,7,7,0,.500,-2.9,-4.6,1.7,,,,,,,3,
1971,1,1949,LAD,HC,7,5,5,5,7,5,3,3,4,4,3,2,1,5,6,6,6,6,7,6,5,6,5,5,5,3,4,7,7,4,6,Jimmy Phelan,56,Los Angeles Dons,AAFC,12,4,8,0,.333,-4.9,0.7,-5.6,,,,,,,5,
1972,2,1951,NYY,HC,12,12,7,12,12,7,8,3,11,11,8,9,1,2,4,6,10,7,12,12,9,7,12,12,11,9,10,12,11,5,12,Jimmy Phelan,58,New York Yanks,NFL,12,1,9,2,.100,-9.4,-0.9,-8.5,,,,,,,6,
1973,3,1952,DTX,HC,12,12,11,12,12,12,11,11,12,10,4,7,11,5,11,11,11,12,12,12,3,7,12,10,12,5,3,8,12,3,10,Jimmy Phelan,59,Dallas Texans,NFL,12,1,11,0,.083,-18.0,-6.0,-12.0,,,,,,,6,
1974,0,2013,CHI,HC,32,14,11,21,19,8,2,13,24,16,17,7,16,16,5,5,13,5,30,30,13,30,32,31,32,21,2,15,14,8,27,Marc Trestman,57,Chicago Bears,NFL,16,8,8,0,.500,-4.1,3.0,-7.1,,,,,2,5,3,
1975,1,2014,CHI,HC,32,26,22,27,28,21,23,26,30,27,26,19,16,7,15,9,30,25,30,31,20,14,17,17,22,16,16,30,31,14,31,Marc Trestman,58,Chicago Bears,NFL,16,5,11,0,.313,-6.7,-2.0,-4.7,,,,,4,2,1,
1976,0,2018,TEN,HC,32,13,21,15,25,25,27,7,9,6,11,16,4,31,29,28,12,20,8,3,22,19,18,4,15,25,10,6,3,23,8,Mike Vrabel,43,Tennessee Titans,NFL,16,9,7,0,.563,0.2,-3.2,3.5,,,,,3,5,0,
1977,1,2019,TEN,HC,32,17,6,15,24,25,21,5,17,15,15,12,4,29,26,19,12,18,18,9,11,16,13,4,9,16,24,21,19,5,16,Mike Vrabel,44,Tennessee Titans,NFL,10,5,5,0,.500,0.2,-2.6,2.8,,,,,3,2,1,
1978,0,1932,BOS,HC,8,4,8,5,7,7,7,8,8,2,6,1,1,8,8,8,8,8,1,4,1,1,1,1,1,1,1,1,1,1,1,Lud Wray,38,Boston Braves,NFL,10,4,4,2,.500,-4.0,-4.0,-0.1,,,,,,,4,
1979,1,1933,PHI,HC,10,7,9,9,7,7,7,10,2,4,5,6,1,3,7,6,10,8,10,9,6,4,4,9,7,1,10,10,10,6,9,Lud Wray,39,Philadelphia Eagles,NFL,9,3,5,1,.375,-9.3,-1.5,-7.7,,,,,,,4,
1980,2,1934,PHI,HC,11,7,6,3,4,4,4,9,4,3,3,3,1,4,8,3,9,8,7,4,3,7,8,7,7,1,4,1,1,3,4,Lud Wray,40,Philadelphia Eagles,NFL,11,4,7,0,.364,-0.4,-1.2,0.8,,,,,,,3,
1981,3,1935,PHI,HC,9,9,4,9,7,7,9,7,6,7,9,8,1,5,6,5,7,5,7,8,3,7,8,9,9,2,5,5,4,6,6,Lud Wray,41,Philadelphia Eagles,NFL,11,2,9,0,.182,-11.0,-5.8,-5.3,,,,,,,5,
1982,0,1929,TOR,HC,12,8,1,8,1,1,11,1,1,1,11,1,1,1,1,8,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,Jack Depler,30,Orange Tornadoes,NFL,12,3,5,4,.375,-1.7,-5.9,4.3,,,,,,,8,
1983,1,1930,BKN,HC,11,4,1,3,1,1,3,1,1,1,6,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Jack Depler,31,Brooklyn Dodgers,NFL,12,7,4,1,.636,5.8,1.4,4.4,,,,,,,4,
1984,2,1931,BKN,HC,10,9,1,9,1,1,8,1,1,1,9,1,1,1,1,7,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,Jack Depler,32,Brooklyn Dodgers,NFL,14,2,12,0,.143,-8.3,-4.7,-3.6,,,,,,,9,
1985,0,2000,CIN,HC,31,27,28,29,28,29,30,24,9,2,17,5,31,27,31,31,8,31,22,21,27,28,24,12,7,18,18,23,27,30,22,Dick LeBeau+,63,Cincinnati Bengals,NFL,13,4,9,0,.308,-10.5,-8.1,-2.4,,,,,5,4,2,Coach starting week 5 
1986,1,2001,CIN,HC,31,22,24,25,16,23,31,26,15,18,14,21,10,2,23,30,31,30,9,14,16,17,11,11,10,6,11,12,20,25,12,Dick LeBeau+,64,Cincinnati Bengals,NFL,16,6,10,0,.375,-3.5,-4.5,1.0,,,,,6,8,1,
1987,2,2002,CIN,HC,32,32,30,32,18,18,28,25,19,21,17,21,15,5,13,28,25,23,17,32,31,29,22,20,11,17,1,13,31,30,30,Dick LeBeau+,65,Cincinnati Bengals,NFL,16,2,14,0,.125,-10.5,-3.6,-6.9,,,,,4,6,0,
1988,0,1927,DUL,HC,12,11,1,11,1,1,7,1,1,1,9,1,1,1,1,2,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,Ernie Nevers+,24,Duluth Eskimos,NFL,9,1,8,0,.111,2.3,3.1,-0.8,,,,,,,11,
1989,1,1930,CRD,HC,11,7,1,6,1,1,6,1,1,1,4,1,1,1,1,8,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,Ernie Nevers+,27,Chicago Cardinals,NFL,13,5,6,2,.455,1.1,-0.6,1.7,,,,,,,7,
1990,2,1931,CRD,HC,10,4,1,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,Ernie Nevers+,28,Chicago Cardinals,NFL,8,5,3,0,.625,3.0,5.4,-2.3,,,,,,,4,
1991,3,1939,CRD,HC,10,10,9,10,10,10,10,9,10,9,10,9,1,4,7,9,9,10,8,10,9,9,8,8,5,7,4,7,10,9,9,Ernie Nevers+,36,Chicago Cardinals,NFL,11,1,10,0,.091,-9.6,-5.5,-4.2,,,,,,,5,
1992,0,2002,WAS,HC,32,20,29,26,14,20,25,29,15,13,23,12,32,12,21,11,23,26,5,21,22,15,12,11,12,15,12,5,9,22,5,Steve Spurrier,57,Washington Redskins,NFL,16,7,9,0,.438,-4.5,-2.2,-2.2,,,,,3,6,2,
1993,1,2003,WAS,HC,32,23,10,25,27,23,22,13,22,22,26,20,18,11,21,13,12,23,25,24,12,28,24,29,21,7,5,14,22,11,26,Steve Spurrier,58,Washington Redskins,NFL,16,5,11,0,.313,-5.7,-1.9,-3.8,,,,,3,3,1,
1994,0,1920,RII,HC,14,4,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,Rube Ursella,30,Rock Island Independents,APFA,9,6,2,2,.750,-5.0,-5.6,0.5,,,,,,,4,
1995,1,1921,MIN,HC,21,13,1,12,1,1,11,1,1,1,1,1,1,1,1,13,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,Rube Ursella,31,Minneapolis Marines,APFA,4,1,3,0,.250,1.6,-0.4,2.0,,,,,,,13,
1996,2,1925,RII,HC,20,8,1,5,1,1,9,1,1,1,12,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,Rube Ursella,35,Rock Island Independents,NFL,11,5,3,3,.625,1.8,-1.2,3.0,,,,,,,8,
1997,0,2008,WAS,HC,32,17,17,22,12,19,28,5,8,8,22,8,20,17,23,26,1,24,4,6,28,6,8,11,9,30,15,7,6,17,8,Jim Zorn,55,Washington Redskins,NFL,16,8,8,0,.500,-1.8,-5.8,4.1,,,,,4,7,2,
1998,1,2009,WAS,HC,32,28,28,24,18,22,26,16,27,27,25,29,22,20,16,16,16,16,10,18,32,20,16,7,10,29,11,8,10,26,17,Jim Zorn,56,Washington Redskins,NFL,16,4,12,0,.250,-4.6,-5.5,1.0,,,,,4,5,4,
1999,0,1989,CLE,HC,28,9,7,8,13,16,14,5,18,21,12,24,15,10,11,16,5,13,7,4,8,10,10,2,9,24,21,9,13,2,6,Bud Carson,58,Cleveland Browns,NFL,16,9,6,1,.594,4.4,-0.2,4.6,2,1,1,.500,,,1,
2000,1,1990,CLE,HC,28,27,28,27,25,25,27,28,26,28,21,28,28,3,12,27,23,26,17,28,27,24,23,26,16,26,5,15,28,21,21,Bud Carson,59,Cleveland Browns,NFL,9,2,7,0,.222,-13.0,-5.2,-7.8,,,,,,,4,
2001,0,1933,BOS,HC,10,5,7,6,6,2,6,5,3,1,3,1,1,10,8,9,5,7,7,5,7,1,3,5,8,1,3,9,7,7,10,Lone Star Dietz,49,Boston Redskins,NFL,12,5,5,2,.500,1.9,-0.8,2.7,,,,,,,3,
2002,1,1934,BOS,HC,11,5,8,6,7,8,7,6,8,5,5,4,1,8,9,6,6,9,6,5,8,5,6,2,8,1,6,7,4,8,6,Lone Star Dietz,50,Boston Redskins,NFL,12,6,6,0,.500,0.2,-1.7,2.0,,,,,,,2,
2003,0,1972,CHI,HC,26,19,12,19,20,23,21,18,3,4,14,6,25,26,26,25,6,23,13,15,10,15,8,7,3,14,12,14,14,10,17,Abe Gibron,47,Chicago Bears,NFL,14,4,9,1,.321,-1.3,-2.8,1.5,,,,,,,4,
2004,1,1973,CHI,HC,26,23,22,23,23,26,24,23,15,15,16,18,26,20,25,24,11,26,17,20,12,25,25,22,24,3,4,6,19,21,12,Abe Gibron,48,Chicago Bears,NFL,14,3,11,0,.214,-8.8,-4.4,-4.5,,,,,,,4,
2005,2,1974,CHI,HC,26,22,19,24,19,25,25,18,22,22,21,21,19,5,24,24,17,25,9,17,15,22,9,18,2,10,5,11,6,14,21,Abe Gibron,49,Chicago Bears,NFL,14,4,10,0,.286,-10.3,-7.4,-2.9,,,,,,,4,
2006,0,1976,DET,HC,28,15,8,12,8,14,16,11,15,11,24,9,21,19,14,5,3,16,3,10,9,11,9,11,8,17,1,2,4,4,14,Tommy Hudspeth,45,Detroit Lions,NFL,10,5,5,0,.500,2.8,-0.6,3.4,,,,,,,3,
2007,1,1977,DET,HC,28,17,10,20,22,26,23,8,22,25,16,22,8,6,24,25,6,27,8,18,13,13,14,16,10,11,3,7,12,17,20,Tommy Hudspeth,46,Detroit Lions,NFL,14,6,8,0,.429,-7.4,-4.4,-3.0,,,,,,,3,
2008,0,2011,OAK,HC,32,13,22,23,18,9,16,25,7,7,7,7,8,22,11,18,27,6,29,29,13,15,27,23,32,24,27,27,31,12,15,Hue Jackson,46,Oakland Raiders,NFL,16,8,8,0,.500,-4.9,0.2,-5.1,,,,,3,3,2,
2009,1,2016,CLE,HC,32,32,29,32,31,30,31,21,31,19,16,2,24,18,28,30,16,31,31,30,30,31,31,25,29,30,7,21,32,23,29,Hue Jackson,51,Cleveland Browns,NFL,16,1,15,0,.063,-10.1,-5.2,-4.9,,,,,4,5,2,
2010,2,2017,CLE,HC,32,32,32,32,20,24,32,32,28,18,19,6,28,9,22,28,32,30,14,31,32,28,7,22,2,23,8,19,26,31,26,Hue Jackson,52,Cleveland Browns,NFL,16,0,16,0,.000,-11.0,-6.8,-4.1,,,,,4,8,2,
2011,3,2018,CLE,HC,32,16,8,20,26,13,20,22,15,14,11,11,8,11,14,11,26,13,30,21,2,28,28,31,24,1,30,25,3,5,10,Hue Jackson,53,Cleveland Browns,NFL,8,2,5,1,.313,-0.3,-1.0,0.6,,,,,3,3,2,
2012,0,2017,DEN,HC,32,25,31,27,8,17,27,31,8,12,25,18,26,12,20,25,31,28,3,22,26,12,5,6,1,19,1,4,28,24,18,Vance Joseph,45,Denver Broncos,NFL,16,5,11,0,.313,-6.7,-3.9,-2.9,,,,,4,2,0,
2013,1,2018,DEN,HC,32,22,8,18,23,19,24,18,21,12,4,4,4,8,19,24,22,24,22,13,5,19,21,6,17,7,19,20,14,5,23,Vance Joseph,46,Denver Broncos,NFL,16,6,10,0,.375,-0.5,-3.6,3.1,,,,,3,7,2,
2014,0,1982,BAL,HC,28,28,27,28,27,27,28,11,10,14,25,20,22,14,24,27,8,28,26,26,28,28,28,21,26,25,4,15,27,27,27,Frank Kush,53,Baltimore Colts,NFL,9,0,8,1,.056,-8.8,-6.1,-2.7,,,,,,,5,
2015,1,1983,BAL,HC,28,19,11,25,22,21,26,6,3,2,24,4,4,28,28,27,11,20,23,19,17,17,17,9,12,17,9,21,27,20,25,Frank Kush,54,Baltimore Colts,NFL,16,7,9,0,.438,-6.9,-4.1,-2.7,,,,,,,4,
2016,2,1984,IND,HC,28,24,20,25,27,28,28,16,9,12,15,15,14,26,28,28,15,27,22,25,22,27,17,18,4,17,15,22,26,18,22,Frank Kush,55,Indianapolis Colts,NFL,15,4,11,0,.267,-11.1,-7.4,-3.7,,,,,,,4,
2017,0,2006,STL,HC,32,13,2,18,11,6,10,3,23,17,14,10,10,3,4,8,1,11,23,28,7,24,31,32,30,5,3,8,16,13,22,Scott Linehan,43,St. Louis Rams,NFL,16,8,8,0,.500,-4.0,0.8,-4.7,,,,,2,9,4,
2018,1,2007,STL,HC,32,31,27,32,25,24,28,29,24,25,32,25,8,9,19,17,32,27,21,31,19,16,20,27,19,25,9,21,22,10,27,Scott Linehan,44,St. Louis Rams,NFL,16,3,13,0,.188,-13.0,-6.5,-6.5,,,,,4,9,3,
2019,2,2008,STL,HC,32,30,23,31,28,27,30,27,22,25,30,25,20,15,26,30,26,28,28,31,13,28,29,30,29,5,2,19,14,21,31,Scott Linehan,45,St. Louis Rams,NFL,4,0,4,0,.000,-15.1,-8.1,-7.0,,,,,4,1,1,Fired after Week 4 
2020,0,2009,DEN,HC,32,16,7,18,13,15,20,7,14,18,22,17,11,9,13,16,7,15,7,12,9,22,26,11,27,6,9,3,8,13,3,Josh McDaniels,33,Denver Broncos,NFL,16,8,8,0,.500,0.3,-1.0,1.3,,,,,2,9,3,
2021,1,2010,DEN,HC,32,29,27,29,25,13,19,16,27,26,12,24,27,7,7,15,7,9,32,32,30,31,31,32,29,24,5,25,24,30,30,Josh McDaniels,34,Denver Broncos,NFL,12,3,9,0,.250,-8.9,-1.1,-7.8,,,,,4,4,2,Fired after Week 13 
2022,0,1973,NOR,HC,26,17,19,24,24,22,26,15,14,17,26,21,16,12,20,18,13,22,23,18,20,22,22,21,21,21,14,19,13,16,19,John North,52,New Orleans Saints,NFL,14,5,9,0,.357,-8.8,-7.0,-1.7,,,,,,,4,
2023,1,1974,NOR,HC,26,19,11,22,15,17,24,14,9,10,25,12,8,9,22,22,14,24,7,14,9,6,10,7,15,3,13,9,20,19,8,John North,53,New Orleans Saints,NFL,14,5,9,0,.357,-7.3,-5.7,-1.7,,,,,,,3,
2024,2,1975,NOR,HC,26,25,15,26,24,26,26,18,19,23,23,25,11,11,26,24,20,26,13,23,12,13,12,12,9,2,4,15,23,18,22,John North,54,New Orleans Saints,NFL,6,1,5,0,.167,-14.1,-8.2,-5.9,,,,,,,4,
2025,0,1960,BUF,HC,8,6,3,4,4,8,7,2,5,6,4,7,1,6,8,6,6,8,1,3,2,6,4,3,4,5,2,1,1,1,1,Buster Ramsey,40,Buffalo Bills,AFL,14,5,8,1,.385,-0.4,-3.4,3.0,,,,,,,3,
2026,1,1961,BUF,HC,8,5,4,5,5,6,6,3,3,5,3,6,4,4,7,8,2,6,4,4,4,1,3,2,5,5,2,7,7,3,7,Buster Ramsey,41,Buffalo Bills,AFL,14,6,8,0,.429,-3.0,-3.5,0.5,,,,,,,4,
2027,0,1960,HOU,HC,8,1,2,2,5,1,2,3,2,5,4,6,3,5,1,2,3,1,6,2,1,3,2,1,1,1,8,8,7,5,5,Lou Rymkus,41,Houston Oilers,AFL,14,10,4,0,.714,5.9,2.4,3.5,1,1,0,1.000,,,1,AFL Champions 
2028,1,1961,HOU,HC,8,2,3,1,1,1,1,2,1,2,5,3,2,2,1,1,6,1,2,2,2,3,6,4,6,5,8,2,1,2,1,Lou Rymkus,42,Houston Oilers,AFL,5,1,3,1,.250,16.9,11.4,5.5,,,,,,,1,
2029,0,2012,TAM,HC,32,18,12,17,21,9,13,12,18,15,12,11,5,13,10,8,22,11,29,23,12,3,1,18,1,22,31,32,28,8,31,Greg Schiano,46,Tampa Bay Buccaneers,NFL,16,7,9,0,.438,0.0,1.3,-1.3,,,,,4,5,2,
2030,1,2013,TAM,HC,32,26,7,28,30,32,30,10,21,22,31,25,9,26,32,20,10,32,17,21,3,15,15,8,16,15,11,17,27,3,21,Greg Schiano,47,Tampa Bay Buccaneers,NFL,16,4,12,0,.250,-2.7,-2.9,0.3,,,,,4,2,0,
2031,0,2009,STL,HC,32,32,30,32,30,29,32,27,22,20,32,11,22,16,28,29,28,31,29,31,29,27,27,31,20,13,4,25,14,31,31,Steve Spagnuolo,50,St. Louis Rams,NFL,16,1,15,0,.063,-17.4,-11.7,-5.8,,,,,4,4,1,
2032,1,2010,STL,HC,32,17,10,19,24,26,26,8,14,25,24,31,2,5,21,25,13,30,19,12,17,8,17,4,22,10,24,19,7,19,9,Steve Spagnuolo,51,St. Louis Rams,NFL,16,7,9,0,.438,-6.7,-6.3,-0.4,,,,,2,8,4,
2033,2,2011,STL,HC,32,31,23,32,30,31,32,11,23,23,29,20,26,16,30,32,4,31,22,26,28,30,31,27,28,28,5,7,9,23,17,Steve Spagnuolo,52,St. Louis Rams,NFL,16,2,14,0,.125,-10.4,-8.4,-2.1,,,,,4,3,0,
2034,3,2017,NYG,HC,32,31,20,31,31,21,31,14,25,26,28,22,14,1,19,23,20,26,31,27,23,24,27,9,20,23,23,31,32,15,27,Steve Spagnuolo,58,New York Giants,NFL,4,1,3,0,.250,-7.6,-6.4,-1.2,,,,,4,2,1,Started 12/04
2035,0,1975,KAN,HC,26,15,9,17,21,15,13,8,15,15,13,18,16,9,12,15,6,15,25,19,6,22,25,24,26,3,2,20,18,14,25,Paul Wiggin,41,Kansas City Chiefs,NFL,14,5,9,0,.357,-4.2,-0.6,-3.7,,,,,,,3,
2036,1,1976,KAN,HC,28,18,5,21,20,7,12,11,18,22,6,22,10,4,2,15,13,6,27,25,6,22,27,28,28,9,19,24,26,7,24,Paul Wiggin,42,Kansas City Chiefs,NFL,14,5,9,0,.357,-4.7,2.2,-6.9,,,,,,,4,
2037,2,1977,KAN,HC,28,27,14,27,27,16,17,26,26,20,13,9,25,9,12,20,24,19,28,27,5,28,28,28,28,2,10,14,18,11,21,Paul Wiggin,43,Kansas City Chiefs,NFL,7,1,6,0,.143,-4.9,0.9,-5.8,,,,,,,5,
2038,0,1936,PHI,HC,9,9,9,9,7,8,9,9,6,7,9,7,1,6,9,7,9,9,7,9,7,3,8,8,9,3,1,1,8,9,8,Bert Bell+,41,Philadelphia Eagles,NFL,12,1,11,0,.083,-13.8,-7.7,-6.1,,,,,,,5,
2039,1,1937,PHI,HC,10,9,7,8,10,10,8,7,10,10,10,6,1,3,8,6,7,10,10,9,8,10,10,3,8,5,8,10,10,6,10,Bert Bell+,42,Philadelphia Eagles,NFL,11,2,8,1,.200,-9.8,-5.7,-4.0,,,,,,,5,
2040,2,1938,PHI,HC,10,7,5,6,10,10,4,4,9,9,10,9,1,7,8,2,4,9,10,7,7,9,10,9,10,1,6,9,3,9,9,Bert Bell+,43,Philadelphia Eagles,NFL,11,5,6,0,.455,-1.6,1.2,-2.7,,,,,,,4,
2041,3,1939,PHI,HC,10,8,7,7,8,9,9,8,9,10,9,10,1,1,4,7,8,6,7,7,6,10,9,5,9,3,5,4,7,7,4,Bert Bell+,44,Philadelphia Eagles,NFL,11,1,9,1,.100,-7.6,-5.6,-2.0,,,,,,,4,
2042,4,1940,PHI,HC,10,10,8,9,9,9,9,4,10,10,8,10,1,1,2,7,4,8,7,9,9,9,10,10,10,6,1,1,4,9,9,Bert Bell+,45,Philadelphia Eagles,NFL,11,1,10,0,.091,-8.6,-4.0,-4.6,,,,,,,5,
2043,5,1941,PIT,HC,10,10,10,10,9,9,10,10,7,5,5,4,8,9,10,8,9,10,7,10,9,7,10,9,10,9,1,1,6,7,6,Bert Bell+,46,Pittsburgh Steelers,NFL,2,0,2,0,.000,-14.4,-6.5,-7.9,,,,,,,5,
2044,0,1920,CHT,HC,14,11,1,9,1,1,10,1,1,1,9,1,1,1,1,11,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,Guil Falcon,28,Chicago Tigers,APFA,8,2,5,1,.286,-4.3,-3.2,-1.1,,,,,,,11,
2045,1,1922,TOL,HC,18,4,1,8,1,1,5,1,1,1,10,1,1,1,1,2,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,Guil Falcon,30,Toledo Maroons,NFL,9,5,2,2,.714,-5.0,-3.5,-1.5,,,,,,,4,
2046,2,1923,TOL,HC,20,10,1,14,1,1,14,1,1,1,7,1,1,1,1,13,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,Guil Falcon,31,Toledo Maroons,NFL,8,3,3,2,.500,-4.6,-6.4,1.8,,,,,,,10,
2047,0,1965,DET,HC,14,9,5,10,9,14,12,11,4,11,5,13,6,7,14,13,12,14,1,5,2,4,3,1,3,3,2,2,6,3,2,Harry Gilmer,39,Detroit Lions,NFL,14,6,7,1,.462,4.0,-2.5,6.5,,,,,,,6,
2048,1,1966,DET,HC,15,12,13,13,11,10,14,15,12,13,6,12,15,2,10,15,14,11,12,9,8,14,13,12,11,11,2,8,9,4,12,Harry Gilmer,40,Detroit Lions,NFL,14,4,9,1,.308,-4.9,-4.7,-0.3,,,,,,,6,
2049,0,1947,BCL,HC,8,7,6,8,6,7,8,7,7,8,8,8,7,1,3,7,6,7,6,7,3,8,7,7,6,1,1,2,3,8,4,Cecil Isbell,32,Baltimore Colts,AAFC,14,2,11,1,.154,-13.1,-8.6,-4.5,,,,,,,4,
2050,1,1948,BCL,HC,8,3,4,3,4,4,4,2,4,4,4,6,6,6,1,5,1,1,5,5,7,5,6,5,7,7,6,3,2,6,2,Cecil Isbell,33,Baltimore Colts,AAFC,14,7,7,0,.500,0.4,1.1,-0.7,1,0,1,.000,,,1,
2051,2,1949,BCL,HC,7,7,7,7,5,4,7,6,6,6,7,6,5,1,2,4,4,2,6,7,7,7,7,7,6,3,2,3,5,6,4,Cecil Isbell,34,Baltimore Colts,AAFC,4,0,4,0,.000,-12.3,-6.1,-6.2,,,,,,,7,
